330_SWE (m),392_SWE (m),393_SWE (m),763_SWE (m)
0.0127,0.0177799999999999,0.0127,0.0076199999999999
0.0127,0.0177799999999999,0.0127,0.0076199999999999
0.0152399999999999,0.0177799999999999,0.0152399999999999,0.0076199999999999
0.0127,0.0177799999999999,0.0152399999999999,0.00508
0.0127,0.0177799999999999,0.0152399999999999,0.00508
0.0127,0.0177799999999999,0.0152399999999999,0.00254
0.0127,0.0177799999999999,0.0152399999999999,0.0
0.0127,0.0177799999999999,0.0152399999999999,0.0
0.0127,0.0177799999999999,0.0152399999999999,0.0
0.0177799999999999,0.04572,0.0380999999999999,0.0
0.0355599999999999,0.09144,0.06858,0.0177799999999999
0.0355599999999999,0.09144,0.06858,0.0177799999999999
0.0355599999999999,0.09144,0.0635,0.0177799999999999
0.0355599999999999,0.09144,0.0609599999999999,0.0177799999999999
0.0355599999999999,0.09144,0.0609599999999999,0.0177799999999999
0.03302,0.09144,0.05588,0.0177799999999999
0.03302,0.09144,0.05334,0.0152399999999999
0.02794,0.09144,0.0508,0.01016
0.0254,0.09144,0.04826,0.01016
0.0254,0.0888999999999999,0.0431799999999999,0.0076199999999999
0.0254,0.09398,0.04826,0.00508
0.0254,0.09398,0.04826,0.00508
0.0254,0.09398,0.04826,0.00508
0.0254,0.09398,0.04826,0.00508
0.0254,0.09398,0.04826,0.00508
0.0254,0.09398,0.04826,0.00254
0.0355599999999999,0.10668,0.0635,0.0127
0.0355599999999999,0.10668,0.0635,0.0127
0.0355599999999999,0.10668,0.0635,0.0127
0.0355599999999999,0.10668,0.0635,0.0127
0.0355599999999999,0.10668,0.0635,0.0127
0.0355599999999999,0.10668,0.0635,0.0127
0.0355599999999999,0.10668,0.0635,0.0127
0.0355599999999999,0.10668,0.0635,0.0127
0.0355599999999999,0.10668,0.0635,0.0127
0.0355599999999999,0.10668,0.0635,0.0127
0.0431799999999999,0.1168399999999999,0.0736599999999999,0.0177799999999999
0.0431799999999999,0.1168399999999999,0.0736599999999999,0.0177799999999999
0.0431799999999999,0.1168399999999999,0.0736599999999999,0.0177799999999999
0.0431799999999999,0.11938,0.0761999999999999,0.0177799999999999
0.0431799999999999,0.11938,0.0761999999999999,0.0177799999999999
0.0431799999999999,0.11938,0.0761999999999999,0.0177799999999999
0.0431799999999999,0.11938,0.0761999999999999,0.0177799999999999
0.04572,0.12446,0.07874,0.02032
0.04572,0.12446,0.07874,0.02032
0.04572,0.127,0.07874,0.02032
0.05588,0.1422399999999999,0.0888999999999999,0.0304799999999999
0.06858,0.1523999999999999,0.09398,0.0355599999999999
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.16002,0.09906,0.04064
0.06858,0.1676399999999999,0.1016,0.04572
0.06858,0.1676399999999999,0.1016,0.04572
0.06858,0.1676399999999999,0.1016,0.04572
0.0761999999999999,0.17526,0.1016,0.05334
0.07874,0.18288,0.10668,0.0584199999999999
0.0838199999999999,0.18542,0.10922,0.0635
0.0838199999999999,0.18542,0.10922,0.0635
0.0838199999999999,0.18542,0.10922,0.0635
0.0838199999999999,0.18542,0.10922,0.0635
0.0838199999999999,0.18542,0.10922,0.0635
0.0838199999999999,0.18542,0.10922,0.0635
0.0838199999999999,0.18542,0.10922,0.0635
0.0838199999999999,0.18542,0.10922,0.0635
0.0838199999999999,0.19558,0.1168399999999999,0.06858
0.0888999999999999,0.21336,0.127,0.07874
0.0888999999999999,0.21336,0.127,0.07874
0.0888999999999999,0.21844,0.127,0.07874
0.0888999999999999,0.21844,0.127,0.07874
0.0888999999999999,0.21844,0.127,0.07874
0.09398,0.22606,0.12954,0.0863599999999999
0.09398,0.2286,0.12954,0.0863599999999999
0.09398,0.2286,0.13208,0.0888999999999999
0.09398,0.2286,0.13208,0.0888999999999999
0.09652,0.2286,0.13208,0.0888999999999999
0.09652,0.2286,0.13208,0.09144
0.09652,0.2286,0.13208,0.09144
0.09652,0.2286,0.13208,0.09144
0.09652,0.2286,0.13208,0.09144
0.09652,0.2311399999999999,0.13208,0.09144
0.09652,0.2311399999999999,0.13208,0.09144
0.09906,0.2413,0.13716,0.09144
0.09906,0.2413,0.13716,0.0888999999999999
0.09906,0.2413,0.13716,0.0863599999999999
0.09906,0.2413,0.13716,0.0888999999999999
0.1016,0.23876,0.13716,0.0888999999999999
0.1016,0.23876,0.13716,0.0863599999999999
0.1016,0.23876,0.13716,0.0838199999999999
0.1016,0.23876,0.13716,0.0838199999999999
0.1016,0.23876,0.13716,0.0838199999999999
0.10668,0.2438399999999999,0.1397,0.0888999999999999
0.10668,0.24892,0.1422399999999999,0.09144
0.10668,0.24892,0.1422399999999999,0.09144
0.10668,0.24892,0.1422399999999999,0.09144
0.1143,0.26416,0.16002,0.10922
0.1168399999999999,0.27432,0.1676399999999999,0.1168399999999999
0.1168399999999999,0.27432,0.1676399999999999,0.1168399999999999
0.1168399999999999,0.27432,0.1676399999999999,0.1168399999999999
0.1168399999999999,0.27686,0.17018,0.1168399999999999
0.1168399999999999,0.27686,0.17018,0.1219199999999999
0.11938,0.27686,0.1727199999999999,0.1219199999999999
0.11938,0.2794,0.1727199999999999,0.1219199999999999
0.11938,0.2819399999999999,0.1727199999999999,0.1219199999999999
0.11938,0.2819399999999999,0.1727199999999999,0.1219199999999999
0.11938,0.2819399999999999,0.1727199999999999,0.1219199999999999
0.11938,0.2819399999999999,0.1727199999999999,0.12446
0.11938,0.2819399999999999,0.1727199999999999,0.127
0.11938,0.2819399999999999,0.1727199999999999,0.127
0.13462,0.2946399999999999,0.18288,0.1397
0.13462,0.2946399999999999,0.18288,0.1397
0.13462,0.2946399999999999,0.18288,0.1397
0.13462,0.2946399999999999,0.18288,0.1397
0.13462,0.2946399999999999,0.18288,0.1397
0.13462,0.2946399999999999,0.18288,0.1397
0.13462,0.2946399999999999,0.18288,0.1397
0.13208,0.2946399999999999,0.18288,0.1397
0.12954,0.2946399999999999,0.18288,0.1397
0.12954,0.2971799999999999,0.18288,0.1397
0.13462,0.30734,0.1905,0.1473199999999999
0.1397,0.31496,0.19558,0.15748
0.1397,0.3175,0.19558,0.15748
0.1523999999999999,0.33782,0.2158999999999999,0.1676399999999999
0.1523999999999999,0.3429,0.22606,0.17526
0.15748,0.3429,0.2286,0.17526
0.15748,0.3429,0.2286,0.1777999999999999
0.1523999999999999,0.3454399999999999,0.2286,0.1777999999999999
0.15494,0.3555999999999999,0.23622,0.18542
0.1651,0.3606799999999999,0.2413,0.18542
0.1651,0.3606799999999999,0.2413,0.18542
0.17018,0.3682999999999999,0.25146,0.18542
0.17018,0.37592,0.25908,0.19304
0.1777999999999999,0.37592,0.25908,0.19304
0.1777999999999999,0.37592,0.25908,0.19812
0.1727199999999999,0.37592,0.25908,0.19812
0.1676399999999999,0.37592,0.25908,0.19812
0.16002,0.37592,0.254,0.18542
0.15494,0.37592,0.2463799999999999,0.17526
0.15494,0.381,0.2438399999999999,0.17018
0.15494,0.381,0.2438399999999999,0.1651
0.1523999999999999,0.381,0.2438399999999999,0.16256
0.14478,0.381,0.2438399999999999,0.15748
0.14478,0.381,0.2438399999999999,0.15494
0.1397,0.38354,0.25146,0.14478
0.1397,0.38608,0.25908,0.1422399999999999
0.13716,0.38354,0.26162,0.13462
0.1219199999999999,0.381,0.25908,0.12446
0.09906,0.37338,0.24892,0.1016
0.10668,0.38862,0.26416,0.1041399999999999
0.11176,0.38862,0.26416,0.10668
0.11176,0.38862,0.2667,0.1041399999999999
0.1041399999999999,0.38862,0.2667,0.09652
0.0863599999999999,0.38354,0.25654,0.08128
0.0888999999999999,0.39116,0.26416,0.08128
0.0863599999999999,0.39116,0.26924,0.0736599999999999
0.0736599999999999,0.39116,0.2667,0.0635
0.0711199999999999,0.39116,0.25908,0.0508
0.04572,0.37846,0.2438399999999999,0.0177799999999999
0.02286,0.3555999999999999,0.22606,0.0
0.01016,0.3429,0.21336,0.0
0.0,0.32766,0.2032,0.0
0.0,0.31242,0.18542,0.0
0.0,0.2794,0.16002,0.0
0.0,0.254,0.13716,0.0
0.0,0.2311399999999999,0.10668,0.0
0.0,0.2158999999999999,0.0863599999999999,0.0
0.0,0.22606,0.09652,0.0
0.0,0.22606,0.09144,0.0
0.0,0.22352,0.0838199999999999,0.0
0.0,0.21844,0.06604,0.0
0.0,0.19304,0.0380999999999999,0.0
0.0,0.1676399999999999,0.0254,0.0
0.0,0.13716,0.0127,0.0
0.0,0.10668,0.01016,0.0
0.0,0.0711199999999999,0.00508,0.0
0.0,0.03302,0.0,0.0
0.0,0.01016,0.0,0.0
0.0,0.0127,0.0,0.0
0.0,0.0127,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.00508,0.0127,0.0076199999999999,0.0
0.0127,0.02286,0.0127,0.01016
0.0076199999999999,0.02032,0.01016,0.0076199999999999
0.00254,0.0177799999999999,0.01016,0.00508
0.0,0.0177799999999999,0.0076199999999999,0.0
0.0,0.02286,0.0076199999999999,0.0
0.0,0.02286,0.0076199999999999,0.0
0.0,0.02286,0.0076199999999999,0.0
0.0,0.02286,0.0127,0.0
0.0,0.02032,0.0127,0.0
0.0,0.0177799999999999,0.01016,0.0
0.0,0.0127,0.01016,0.0
0.0,0.0,0.0076199999999999,0.0
0.0,0.0,0.00508,0.0
0.0,0.0,0.0076199999999999,0.0
0.0,0.0,0.00508,0.0
0.0,0.0,0.00508,0.0
0.0,0.0,0.00508,0.0
0.0,0.0,0.00508,0.0
0.0,0.0,0.00508,0.0
0.0,0.0,0.00508,0.0
0.0,0.0,0.00508,0.0
0.0,0.00508,0.00508,0.0
0.0,0.0127,0.00508,0.0
0.0,0.0127,0.00508,0.0
0.0,0.0127,0.00508,0.0
0.0,0.0152399999999999,0.00508,0.0
0.0,0.0152399999999999,0.00508,0.0
0.0,0.0152399999999999,0.0076199999999999,0.0
0.0,0.0152399999999999,0.0076199999999999,0.0
0.0,0.0152399999999999,0.0076199999999999,0.0
0.0,0.0152399999999999,0.0076199999999999,0.0
0.0,0.0152399999999999,0.0076199999999999,0.0
0.0,0.0152399999999999,0.0076199999999999,0.0
0.0,0.0152399999999999,0.0076199999999999,0.0
0.0,0.0177799999999999,0.0076199999999999,0.0
0.0,0.0177799999999999,0.0076199999999999,0.0
0.0,0.0177799999999999,0.0076199999999999,0.0
0.0,0.0177799999999999,0.0076199999999999,0.0
0.0,0.02032,0.0076199999999999,0.00254
0.0,0.02032,0.0076199999999999,0.00254
0.0,0.02032,0.0076199999999999,0.00254
0.0,0.02032,0.0076199999999999,0.00254
0.0,0.02286,0.0076199999999999,0.00508
0.0127,0.0304799999999999,0.02032,0.0127
0.02794,0.04826,0.0254,0.0254
0.04572,0.0736599999999999,0.04572,0.0431799999999999
0.04572,0.0736599999999999,0.04572,0.0431799999999999
0.04572,0.0736599999999999,0.04572,0.04572
0.0508,0.0736599999999999,0.0508,0.04826
0.0584199999999999,0.0838199999999999,0.05588,0.05334
0.06604,0.09906,0.0609599999999999,0.0635
0.0761999999999999,0.1143,0.0761999999999999,0.0761999999999999
0.0761999999999999,0.1143,0.0761999999999999,0.0761999999999999
0.0761999999999999,0.11938,0.08128,0.0761999999999999
0.0761999999999999,0.11938,0.08128,0.07874
0.0761999999999999,0.12446,0.08128,0.07874
0.08128,0.12446,0.0838199999999999,0.0863599999999999
0.08128,0.12446,0.0838199999999999,0.0863599999999999
0.08128,0.12446,0.0838199999999999,0.0863599999999999
0.08128,0.12446,0.0838199999999999,0.0863599999999999
0.08128,0.12446,0.0838199999999999,0.0863599999999999
0.08128,0.12446,0.0838199999999999,0.0863599999999999
0.08128,0.12446,0.0838199999999999,0.0863599999999999
0.0838199999999999,0.12954,0.0863599999999999,0.0888999999999999
0.0838199999999999,0.12954,0.0863599999999999,0.0888999999999999
0.0888999999999999,0.12954,0.0888999999999999,0.09144
0.0888999999999999,0.13208,0.0888999999999999,0.09144
0.0888999999999999,0.13208,0.0888999999999999,0.09144
0.0888999999999999,0.13208,0.0888999999999999,0.09144
0.0888999999999999,0.13208,0.0888999999999999,0.09144
0.09144,0.13208,0.09398,0.09398
0.09398,0.13208,0.09398,0.09398
0.09906,0.1422399999999999,0.09906,0.09906
0.09906,0.14478,0.09906,0.09906
0.09906,0.14478,0.09906,0.1016
0.1041399999999999,0.1523999999999999,0.1016,0.10668
0.1041399999999999,0.15494,0.1041399999999999,0.10922
0.1041399999999999,0.16002,0.11176,0.10922
0.1041399999999999,0.1651,0.1143,0.1143
0.1041399999999999,0.1651,0.1143,0.1143
0.10668,0.1676399999999999,0.1143,0.1143
0.10668,0.17526,0.11938,0.1143
0.10668,0.17526,0.11938,0.1143
0.10668,0.17526,0.11938,0.1143
0.10922,0.17526,0.11938,0.1168399999999999
0.11176,0.17526,0.1219199999999999,0.11938
0.11176,0.17526,0.1219199999999999,0.1219199999999999
0.11176,0.17526,0.1219199999999999,0.1219199999999999
0.12446,0.19558,0.1397,0.12954
0.13716,0.21336,0.1523999999999999,0.1422399999999999
0.13716,0.21336,0.1523999999999999,0.1422399999999999
0.13716,0.21336,0.1523999999999999,0.1422399999999999
0.13716,0.2158999999999999,0.15748,0.1422399999999999
0.13716,0.2158999999999999,0.15748,0.1422399999999999
0.13716,0.2158999999999999,0.15748,0.1422399999999999
0.13716,0.2158999999999999,0.15748,0.1422399999999999
0.13716,0.21844,0.15748,0.1422399999999999
0.13716,0.21844,0.15748,0.1473199999999999
0.14478,0.22606,0.16002,0.1523999999999999
0.1803399999999999,0.2667,0.18542,0.1803399999999999
0.18796,0.2717799999999999,0.19304,0.18796
0.19304,0.27686,0.19812,0.1905
0.19304,0.27686,0.19812,0.1905
0.2032,0.2971799999999999,0.21082,0.2032
0.2032,0.29972,0.21082,0.2032
0.2057399999999999,0.29972,0.21082,0.2057399999999999
0.21082,0.29972,0.21082,0.2057399999999999
0.21082,0.29972,0.21082,0.2057399999999999
0.21082,0.29972,0.21082,0.2057399999999999
0.21082,0.29972,0.21082,0.2057399999999999
0.2082799999999999,0.29972,0.21082,0.2057399999999999
0.2082799999999999,0.29972,0.21082,0.2057399999999999
0.2082799999999999,0.29972,0.21082,0.2057399999999999
0.2082799999999999,0.29972,0.21082,0.2057399999999999
0.21082,0.29972,0.21082,0.2082799999999999
0.21336,0.30226,0.21844,0.21082
0.2413,0.34036,0.23876,0.2336799999999999
0.24892,0.3555999999999999,0.2438399999999999,0.23876
0.254,0.37084,0.25146,0.24892
0.25654,0.38354,0.26924,0.25146
0.26416,0.38862,0.26924,0.25146
0.26416,0.38862,0.26924,0.254
0.26416,0.38862,0.26924,0.25654
0.26416,0.4064,0.28702,0.26924
0.26924,0.4064,0.28702,0.26924
0.2717799999999999,0.4064,0.28956,0.2717799999999999
0.2920999999999999,0.43434,0.2920999999999999,0.2920999999999999
0.3047999999999999,0.45212,0.30734,0.3047999999999999
0.31242,0.4699,0.32258,0.32004
0.31242,0.4699,0.32258,0.32004
0.31242,0.4699,0.32258,0.32004
0.31242,0.4699,0.32258,0.32004
0.31242,0.47244,0.3302,0.32258
0.31242,0.47244,0.3302,0.32258
0.3175,0.47244,0.3302,0.32258
0.3175,0.4749799999999999,0.3302,0.32512
0.32004,0.47752,0.33782,0.32512
0.32004,0.47752,0.33782,0.32766
0.32004,0.47752,0.34036,0.32766
0.32004,0.47752,0.34036,0.32766
0.32004,0.47752,0.34036,0.32766
0.32258,0.48514,0.3479799999999999,0.3352799999999999
0.32512,0.4952999999999999,0.3555999999999999,0.34036
0.3352799999999999,0.5003799999999999,0.36322,0.35052
0.34036,0.5003799999999999,0.37338,0.3555999999999999
0.34036,0.5003799999999999,0.37338,0.3555999999999999
0.3479799999999999,0.51054,0.381,0.3606799999999999
0.36576,0.5257799999999999,0.38862,0.37084
0.37846,0.53848,0.39624,0.37846
0.38862,0.55372,0.40894,0.39624
0.39116,0.55626,0.40894,0.3987799999999999
0.39116,0.5613400000000001,0.41402,0.40386
0.39624,0.5613400000000001,0.41402,0.40386
0.39624,0.56642,0.4241799999999999,0.4064
0.40132,0.59182,0.4317999999999999,0.4241799999999999
0.4064,0.5969,0.43942,0.4241799999999999
0.4064,0.5969,0.43942,0.4241799999999999
0.4064,0.5969,0.43942,0.4241799999999999
0.4064,0.5969,0.43942,0.4241799999999999
0.4064,0.5969,0.43942,0.4241799999999999
0.40386,0.5969,0.43942,0.4241799999999999
0.40132,0.5969,0.43942,0.4241799999999999
0.40132,0.5969,0.43942,0.42672
0.4064,0.59944,0.43942,0.4317999999999999
0.4064,0.60198,0.43942,0.4317999999999999
0.41402,0.6095999999999999,0.44958,0.4419599999999999
0.41402,0.6095999999999999,0.4546599999999999,0.4419599999999999
0.4064,0.6095999999999999,0.4546599999999999,0.43942
0.40132,0.6095999999999999,0.4546599999999999,0.43688
0.40132,0.61468,0.4572,0.43688
0.4165599999999999,0.635,0.47752,0.45212
0.4165599999999999,0.635,0.4826,0.44958
0.4165599999999999,0.635,0.4876799999999999,0.4445
0.42164,0.635,0.4876799999999999,0.4419599999999999
0.4292599999999999,0.64516,0.4876799999999999,0.43942
0.42672,0.6476999999999999,0.4876799999999999,0.43688
0.42672,0.64516,0.4876799999999999,0.42672
0.4114799999999999,0.64008,0.4876799999999999,0.4165599999999999
0.4064,0.63754,0.4876799999999999,0.4114799999999999
0.40386,0.63754,0.4876799999999999,0.40386
0.38608,0.63754,0.49022,0.39624
0.38862,0.66294,0.51054,0.40894
0.40894,0.70358,0.53848,0.44958
0.41402,0.70866,0.5435599999999999,0.45974
0.41402,0.71374,0.5461,0.46482
0.41402,0.71374,0.5461,0.46482
0.4165599999999999,0.71882,0.54102,0.4673599999999999
0.41402,0.7340599999999999,0.52324,0.47244
0.4114799999999999,0.74422,0.5334,0.4749799999999999
0.40132,0.74168,0.5334,0.47244
0.3937,0.73914,0.52832,0.4622799999999999
0.36576,0.72898,0.51308,0.4419599999999999
0.3429,0.71882,0.508,0.42672
0.33274,0.71374,0.5003799999999999,0.4191
0.31496,0.70612,0.4952999999999999,0.40386
0.2946399999999999,0.6908799999999999,0.4876799999999999,0.38354
0.27432,0.67818,0.47752,0.3606799999999999
0.24892,0.66294,0.4699,0.34036
0.2413,0.6527799999999999,0.45974,0.32258
0.2209799999999999,0.6324599999999999,0.44958,0.3047999999999999
0.21082,0.61468,0.4419599999999999,0.2946399999999999
0.1905,0.61468,0.43434,0.27686
0.20066,0.6223,0.43688,0.2794
0.2082799999999999,0.6248400000000001,0.4419599999999999,0.2819399999999999
0.2082799999999999,0.6248400000000001,0.43434,0.27432
0.2082799999999999,0.61214,0.42164,0.25146
0.17018,0.59182,0.4114799999999999,0.2286
0.1473199999999999,0.57404,0.39116,0.2057399999999999
0.13208,0.55626,0.381,0.19304
0.13208,0.5613400000000001,0.37592,0.18288
0.127,0.5588,0.37084,0.16256
0.12446,0.5638799999999999,0.37846,0.16002
0.11176,0.55626,0.37084,0.13716
0.0838199999999999,0.5435599999999999,0.35052,0.1143
0.04826,0.5257799999999999,0.32258,0.0761999999999999
0.01016,0.508,0.29972,0.04572
0.0,0.48514,0.27432,0.02032
0.0,0.4622799999999999,0.2463799999999999,0.0
0.0,0.4419599999999999,0.2209799999999999,0.0
0.0,0.4445,0.21844,0.0
0.0,0.44704,0.2082799999999999,0.0
0.0,0.44958,0.19304,0.0
0.0,0.44958,0.1803399999999999,0.0
0.0,0.4546599999999999,0.18288,0.0
0.0,0.47244,0.19304,0.0
0.0,0.4952999999999999,0.2057399999999999,0.0127
0.0,0.5054599999999999,0.2032,0.0076199999999999
0.0,0.5054599999999999,0.1905,0.0
0.0,0.4927599999999999,0.1727199999999999,0.0
0.0,0.4876799999999999,0.1473199999999999,0.0
0.0,0.48514,0.127,0.0
0.0,0.4699,0.1016,0.0
0.0,0.4572,0.0711199999999999,0.0
0.0,0.4419599999999999,0.04572,0.0
0.0,0.42164,0.02032,0.0
0.0,0.40386,0.0,0.0
0.0,0.39116,0.0,0.0
0.0,0.33782,0.0,0.0
0.0,0.2946399999999999,0.0,0.0
0.0,0.2463799999999999,0.0,0.0
0.0,0.19304,0.0,0.0
0.0,0.19304,0.0,0.0
0.0,0.16256,0.0,0.0
0.0,0.127,0.0,0.0
0.0,0.0863599999999999,0.0,0.0
0.0,0.0431799999999999,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
