prcp (mm/day),tmax (deg c),tmin (deg c),330_SWE (m),392_SWE (m),393_SWE (m),763_SWE (m),533_SWE (m),684_SWE (m),814_SWE (m),896_SWE (m),1118_SWE (m),1145_SWE (m)
0.0,30.05,7.51,0.0,0.0,0.0,0.0,,,,,,
0.0,29.25,5.47,0.0,0.0,0.0,0.0,,,,,,
0.0,29.94,5.6,0.0,0.0,0.0,0.0,,,,,,
0.0,27.19,9.2,0.0,0.0,0.0,0.0,,,,,,
0.0,24.46,-0.09,0.0,0.0,0.0,0.0,,,,,,
0.0,27.11,3.4,0.0,0.0,0.0,0.0,,,,,,
0.0,31.89,5.45,0.0,0.0,0.0,0.0,,,,,,
0.0,31.93,9.37,0.0,0.0,0.0,0.0,,,,,,
0.0,30.94,6.77,0.0,0.0,0.0,0.0,,,,,,
0.0,28.91,9.11,0.0,0.0,0.0,0.0,,,,,,
0.0,28.19,12.97,0.0,0.0,0.0,0.0,,,,,,
2.49,23.6,9.48,0.0,0.0,0.0,0.0,,,,,,
0.0,22.66,6.95,0.0,0.0,0.0,0.0,,,,,,
0.0,25.38,5.58,0.0,0.0,0.0,0.0,,,,,,
0.0,29.87,7.54,0.0,0.0,0.0,0.0,,,,,,
0.0,28.59,7.31,0.0,0.0,0.0,0.0,,,,,,
0.0,27.14,7.06,0.0,0.0,0.0,0.0,,,,,,
0.0,25.8,5.55,0.0,0.0,0.0,0.0,,,,,,
0.0,29.77,5.22,0.0,0.0,0.0,0.0,,,,,,
0.0,32.28,7.18,0.0,0.0,0.0,0.0,,,,,,
0.0,34.24,7.94,0.0,0.0,0.0,0.0,,,,,,
0.0,33.2,10.66,0.0,0.0,0.0,0.0,,,,,,
0.0,29.42,9.14,0.0,0.0,0.0,0.0,,,,,,
0.0,23.94,5.59,0.0,0.0,0.0,0.0,,,,,,
0.0,26.92,4.67,0.0,0.0,0.0,0.0,,,,,,
0.0,31.23,6.67,0.0,0.0,0.0,0.0,,,,,,
0.0,30.8,15.34,0.0,0.0,0.0,0.0,,,,,,
0.0,32.39,8.61,0.0,0.0,0.0,0.0,,,,,,
0.0,33.22,9.22,0.0,0.0,0.0,0.0,,,,,,
0.0,35.8,12.57,0.0,0.0,0.0,0.0,,,,,,
0.0,35.35,13.84,0.0,0.0,0.0,0.0,,,,,,
0.0,35.76,11.44,0.0,0.0,0.0,0.0,,,,,,
0.99,34.98,17.08,0.0,0.0,0.0,0.0,,,,,,
0.0,34.88,15.78,0.0,0.0,0.0,0.0,,,,,,
0.0,33.38,15.84,0.0,0.0,0.0,0.0,,,,,,
0.0,33.27,12.84,0.0,0.0,0.0,0.0,,,,,,
0.0,34.2,11.94,0.0,0.0,0.0,0.0,,,,,,
0.0,32.37,15.19,0.0,0.0,0.0,0.0,,,,,,
0.0,34.27,9.22,0.0,0.0,0.0,0.0,,,,,,
0.0,33.18,12.59,0.0,0.0,0.0,0.0,,,,,,
1.68,33.38,12.82,0.0,0.0,0.0,0.0,,,,,,
0.0,33.44,10.73,0.0,0.0,0.0,0.0,,,,,,
0.0,34.44,10.21,0.0,0.0,0.0,0.0,,,,,,
0.0,33.9,12.42,0.0,0.0,0.0,0.0,,,,,,
0.0,33.77,13.5,0.0,0.0,0.0,0.0,,,,,,
0.0,31.67,17.44,0.0,0.0,0.0,0.0,,,,,,
0.0,32.95,10.88,0.0,0.0,0.0,0.0,,,,,,
0.0,34.84,10.53,0.0,0.0,0.0,0.0,,,,,,
0.0,34.65,17.31,0.0,0.0,0.0,0.0,,,,,,
0.0,33.78,12.24,0.0,0.0,0.0,0.0,,,,,,
0.0,34.06,13.3,0.0,0.0,0.0,0.0,,,,,,
0.0,34.23,11.44,0.0,0.0,0.0,0.0,,,,,,
0.0,33.37,10.04,0.0,0.0,0.0,0.0,,,,,,
0.0,33.25,9.67,0.0,0.0,0.0,0.0,,,,,,
0.0,35.0,9.1,0.0,0.0,0.0,0.0,,,,,,
0.0,34.58,16.91,0.0,0.0,0.0,0.0,,,,,,
6.06,31.93,15.89,0.0,0.0,0.0,0.0,,,,,,
0.0,31.69,13.38,0.0,0.0,0.0,0.0,,,,,,
0.0,30.78,10.1,0.0,0.0,0.0,0.0,,,,,,
0.0,30.48,11.92,0.0,0.0,0.0,0.0,,,,,,
0.0,30.14,7.3,0.0,0.0,0.0,0.0,,,,,,
0.0,31.68,6.25,0.0,0.0,0.0,0.0,,,,,,
0.0,33.24,7.22,0.0,0.0,0.0,0.0,,,,,,
0.0,35.23,9.13,0.0,0.0,0.0,0.0,,,,,,
0.0,36.54,9.68,0.0,0.0,0.0,0.0,,,,,,
0.0,36.39,11.08,0.0,0.0,0.0,0.0,,,,,,
0.0,35.54,12.05,0.0,0.0,0.0,0.0,,,,,,
0.0,33.48,13.56,0.0,0.0,0.0,0.0,,,,,,
0.0,32.59,13.23,0.0,0.0,0.0,0.0,,,,,,
0.0,32.01,8.96,0.0,0.0,0.0,0.0,,,,,,
0.0,31.68,14.51,0.0,0.0,0.0,0.0,,,,,,
0.0,32.2,10.56,0.0,0.0,0.0,0.0,,,,,,
2.23,30.37,10.53,0.0,0.0,0.0,0.0,,,,,,
0.0,29.19,6.54,0.0,0.0,0.0,0.0,,,,,,
0.0,29.14,9.19,0.0,0.0,0.0,0.0,,,,,,
2.35,29.84,12.1,0.0,0.0,0.0,0.0,,,,,,
14.96,27.98,13.15,0.0,0.0,0.0,0.0,,,,,,
2.16,26.69,8.57,0.0,0.0,0.0,0.0,,,,,,
0.0,29.58,6.9,0.0,0.0,0.0,0.0,,,,,,
0.0,30.22,9.45,0.0,0.0,0.0,0.0,,,,,,
0.0,28.65,9.1,0.0,0.0,0.0,0.0,,,,,,
0.0,26.15,12.88,0.0,0.0,0.0,0.0,,,,,,
0.0,23.81,5.75,0.0,0.0,0.0,0.0,,,,,,
0.0,29.15,3.76,0.0,0.0,0.0,0.0,,,,,,
0.0,29.49,7.93,0.0,0.0,0.0,0.0,,,,,,
0.0,29.37,9.6,0.0,0.0,0.0,0.0,,,,,,
0.0,28.24,5.48,0.0,0.0,0.0,0.0,,,,,,
0.0,28.85,4.61,0.0,0.0,0.0,0.0,,,,,,
0.0,29.87,4.83,0.0,0.0,0.0,0.0,,,,,,
0.0,29.4,5.46,0.0,0.0,0.0,0.0,,,,,,
0.0,30.34,6.22,0.0,0.0,0.0,0.0,,,,,,
0.0,30.04,6.4,0.0,0.0,0.0,0.0,,,,,,
0.0,29.99,7.51,0.0,0.0,0.0,0.0,,,,,,
0.0,29.98,7.21,0.0,0.0,0.0,0.0,,,,,,
0.0,29.65,4.84,0.0,0.0,0.0,0.0,,,,,,
0.0,30.81,5.19,0.0,0.0,0.0,0.0,,,,,,
0.0,30.88,6.57,0.0,0.0,0.0,0.0,,,,,,
0.0,29.41,7.06,0.0,0.0,0.0,0.0,,,,,,
0.0,26.49,6.06,0.0,0.0,0.0,0.0,,,,,,
0.0,29.08,4.23,0.0,0.0,0.0,0.0,,,,,,
0.0,30.6,6.82,0.0,0.0,0.0,0.0,,,,,,
0.0,30.16,9.2,0.0,0.0,0.0,0.0,,,,,,
0.0,29.35,6.82,0.0,0.0,0.0,0.0,,,,,,
0.0,28.91,7.64,0.0,0.0,0.0,0.0,,,,,,
0.0,28.05,3.07,0.0,0.0,0.0,0.0,,,,,,
0.0,25.23,2.83,0.0,0.0,0.0,0.0,,,,,,
0.0,26.65,-1.65,0.0,0.0,0.0,0.0,,,,,,
0.0,27.75,2.67,0.0,0.0,0.0,0.0,,,,,,
0.0,26.97,6.09,0.0,0.0,0.0,0.0,,,,,,
0.0,23.97,4.25,0.0,0.0,0.0,0.0,,,,,,
0.0,21.71,0.0,0.0,0.0,0.0,0.0,,,,,,
0.0,21.41,-2.0,0.0,0.0,0.0,0.0,,,,,,
0.0,24.5,0.02,0.0,0.0,0.0,0.0,,,,,,
0.0,27.28,1.98,0.0,0.0,0.0,0.0,,,,,,
0.0,27.34,4.61,0.0,0.0,0.0,0.0,,,,,,
0.0,26.36,13.45,0.0,0.0,0.0,0.0,,,,,,
0.0,24.66,1.33,0.0,0.0,0.0,0.0,,,,,,
4.14,25.55,7.87,0.0,0.0,0.0,0.0,,,,,,
9.37,22.14,10.05,0.0,0.0,0.0,0.0,,,,,,
11.75,19.02,9.16,0.0,0.0,0.0,0.0,,,,,,
12.8,14.72,5.23,0.0,0.0,0.0,0.0,,,,,,
0.0,13.14,1.3,0.0,0.0,0.0,0.0,,,,,,
1.49,11.33,4.5,0.0,0.0,0.0,0.0,,,,,,
0.0,10.24,4.81,0.0,0.0,0.0,0.0,,,,,,
0.0,10.12,-2.18,0.0,0.0,0.0,0.0,,,,,,
24.34,7.97,0.02,0.00508,0.0127,0.0076199999999999,0.0,,,,,,
0.0,10.01,-0.66,0.0127,0.02286,0.0127,0.01016,,,,,,
0.0,12.49,-1.56,0.0076199999999999,0.02032,0.01016,0.0076199999999999,,,,,,
0.0,14.64,-1.77,0.00254,0.0177799999999999,0.01016,0.00508,,,,,,
0.51,11.15,-2.53,0.0,0.0177799999999999,0.0076199999999999,0.0,,,,,,
0.0,10.23,-8.61,0.0,0.02286,0.0076199999999999,0.0,,,,,,
0.0,15.61,-5.33,0.0,0.02286,0.0076199999999999,0.0,,,,,,
0.0,15.15,-0.82,0.0,0.02286,0.0076199999999999,0.0,,,,,,
0.0,16.35,-0.05,0.0,0.02286,0.0127,0.0,,,,,,
0.0,19.45,-2.51,0.0,0.02032,0.0127,0.0,,,,,,
0.0,21.54,-1.52,0.0,0.0177799999999999,0.01016,0.0,,,,,,
0.0,21.51,0.15,0.0,0.0127,0.01016,0.0,,,,,,
4.23,19.92,1.04,0.0,0.0,0.0076199999999999,0.0,,,,,,
3.67,17.47,3.25,0.0,0.0,0.00508,0.0,,,,,,
0.0,17.64,-1.3,0.0,0.0,0.0076199999999999,0.0,,,,,,
0.72,16.53,2.93,0.0,0.0,0.00508,0.0,,,,,,
0.0,18.31,-0.36,0.0,0.0,0.00508,0.0,,,,,,
0.0,20.69,0.25,0.0,0.0,0.00508,0.0,,,,,,
0.0,20.61,1.5,0.0,0.0,0.00508,0.0,,,,,,
0.0,15.92,-1.21,0.0,0.0,0.00508,0.0,,,,,,
0.0,9.37,-6.04,0.0,0.0,0.00508,0.0,,,,,,
0.0,7.78,-6.17,0.0,0.0,0.00508,0.0,,,,,,
1.62,9.2,1.48,0.0,0.00508,0.00508,0.0,,,,,,
0.42,15.35,2.63,0.0,0.0127,0.00508,0.0,,,,,,
0.71,11.97,-1.67,0.0,0.0127,0.00508,0.0,,,,,,
0.0,9.56,-2.11,0.0,0.0127,0.00508,0.0,,,,,,
0.0,9.15,-2.14,0.0,0.0152399999999999,0.00508,0.0,,,,,,
0.0,7.64,-4.26,0.0,0.0152399999999999,0.00508,0.0,,,,,,
0.0,7.35,-5.87,0.0,0.0152399999999999,0.0076199999999999,0.0,,,,,,
0.0,6.88,-9.63,0.0,0.0152399999999999,0.0076199999999999,0.0,,,,,,
0.0,7.35,-10.44,0.0,0.0152399999999999,0.0076199999999999,0.0,,,,,,
0.0,9.1,-8.3,0.0,0.0152399999999999,0.0076199999999999,0.0,,,,,,
0.0,7.07,-7.4,0.0,0.0152399999999999,0.0076199999999999,0.0,,,,,,
0.0,3.85,-10.97,0.0,0.0152399999999999,0.0076199999999999,0.0,,,,,,
0.0,7.49,-11.46,0.0,0.0152399999999999,0.0076199999999999,0.0,,,,,,
0.0,11.82,-8.5,0.0,0.0177799999999999,0.0076199999999999,0.0,,,,,,
0.0,12.38,-7.89,0.0,0.0177799999999999,0.0076199999999999,0.0,,,,,,
0.0,13.06,-7.3,0.0,0.0177799999999999,0.0076199999999999,0.0,,,,,,
2.39,10.42,-3.64,0.0,0.0177799999999999,0.0076199999999999,0.0,,,,,,
0.0,5.79,-10.76,0.0,0.02032,0.0076199999999999,0.00254,,,,,,
0.0,7.35,-12.19,0.0,0.02032,0.0076199999999999,0.00254,,,,,,
0.0,9.11,-10.73,0.0,0.02032,0.0076199999999999,0.00254,,,,,,
0.0,10.74,-10.79,0.0,0.02032,0.0076199999999999,0.00254,,,,,,
2.73,9.01,-2.09,0.0,0.02286,0.0076199999999999,0.00508,,,,,,
7.45,8.79,0.25,0.0127,0.0304799999999999,0.02032,0.0127,,,,,,
20.24,6.76,-2.95,0.02794,0.04826,0.0254,0.0254,,,,,,
0.0,0.67,-11.18,0.04572,0.0736599999999999,0.04572,0.0431799999999999,,,,,,
0.0,-0.56,-14.56,0.04572,0.0736599999999999,0.04572,0.0431799999999999,,,,,,
0.0,2.8,-10.54,0.04572,0.0736599999999999,0.04572,0.04572,,,,,,
1.29,4.77,-0.89,0.0508,0.0736599999999999,0.0508,0.04826,,,,,,
7.86,2.51,-2.53,0.0584199999999999,0.0838199999999999,0.05588,0.05334,,,,,,
4.96,4.39,-0.85,0.06604,0.09906,0.0609599999999999,0.0635,,,,,,
1.52,2.84,-4.16,0.0761999999999999,0.1143,0.0761999999999999,0.0761999999999999,,,,,,
2.46,-0.46,-5.8,0.0761999999999999,0.1143,0.0761999999999999,0.0761999999999999,,,,,,
1.55,-0.92,-8.83,0.0761999999999999,0.11938,0.08128,0.0761999999999999,,,,,,
0.0,-4.18,-18.38,0.0761999999999999,0.11938,0.08128,0.07874,,,,,,
1.35,-4.0,-14.86,0.0761999999999999,0.12446,0.08128,0.07874,,,,,,
0.0,-0.37,-8.21,0.08128,0.12446,0.0838199999999999,0.0863599999999999,,,,,,
0.0,1.26,-7.57,0.08128,0.12446,0.0838199999999999,0.0863599999999999,,,,,,
0.0,3.15,-7.02,0.08128,0.12446,0.0838199999999999,0.0863599999999999,,,,,,
0.0,0.7,-8.85,0.08128,0.12446,0.0838199999999999,0.0863599999999999,,,,,,
0.0,-1.12,-11.27,0.08128,0.12446,0.0838199999999999,0.0863599999999999,,,,,,
0.0,-2.28,-10.46,0.08128,0.12446,0.0838199999999999,0.0863599999999999,,,,,,
2.83,0.84,-8.63,0.08128,0.12446,0.0838199999999999,0.0863599999999999,,,,,,
0.0,-2.46,-16.18,0.0838199999999999,0.12954,0.0863599999999999,0.0888999999999999,,,,,,
0.0,-1.42,-15.48,0.0838199999999999,0.12954,0.0863599999999999,0.0888999999999999,,,,,,
0.0,4.02,-9.93,0.0888999999999999,0.12954,0.0888999999999999,0.09144,,,,,,
0.0,3.76,-10.4,0.0888999999999999,0.13208,0.0888999999999999,0.09144,,,,,,
0.0,5.68,-7.59,0.0888999999999999,0.13208,0.0888999999999999,0.09144,,,,,,
0.0,6.41,-1.54,0.0888999999999999,0.13208,0.0888999999999999,0.09144,,,,,,
0.0,6.32,-0.45,0.0888999999999999,0.13208,0.0888999999999999,0.09144,,,,,,
0.0,5.74,-8.13,0.09144,0.13208,0.09398,0.09398,,,,,,
0.99,5.61,-6.76,0.09398,0.13208,0.09398,0.09398,,,,,,
2.57,2.78,-8.41,0.09906,0.1422399999999999,0.09906,0.09906,,,,,,
0.0,0.63,-10.61,0.09906,0.14478,0.09906,0.09906,,,,,,
1.32,2.94,-3.51,0.09906,0.14478,0.09906,0.1016,,,,,,
1.75,3.13,-3.18,0.1041399999999999,0.1523999999999999,0.1016,0.10668,,,,,,
4.8,2.31,-8.22,0.1041399999999999,0.15494,0.1041399999999999,0.10922,,,,,,
1.68,-3.64,-16.0,0.1041399999999999,0.16002,0.11176,0.10922,,,,,,
0.0,-3.44,-14.59,0.1041399999999999,0.1651,0.1143,0.1143,,,,,,
0.0,-6.19,-16.76,0.1041399999999999,0.1651,0.1143,0.1143,,,,,,
0.0,2.71,-8.96,0.10668,0.1676399999999999,0.1143,0.1143,,,,,,
1.63,-1.3,-13.65,0.10668,0.17526,0.11938,0.1143,,,,,,
0.0,-8.08,-22.86,0.10668,0.17526,0.11938,0.1143,,,,,,
0.0,-8.56,-22.56,0.10668,0.17526,0.11938,0.1143,,,,,,
0.0,-4.43,-18.02,0.10922,0.17526,0.11938,0.1168399999999999,,,,,,
0.0,0.2,-15.02,0.11176,0.17526,0.1219199999999999,0.11938,,,,,,
0.0,1.71,-13.36,0.11176,0.17526,0.1219199999999999,0.1219199999999999,,,,,,
5.1,5.05,-5.65,0.11176,0.17526,0.1219199999999999,0.1219199999999999,,,,,,
3.57,3.6,-8.31,0.12446,0.19558,0.1397,0.12954,,,,,,
0.0,1.58,-7.79,0.13716,0.21336,0.1523999999999999,0.1422399999999999,,,,,,
0.0,3.35,-7.79,0.13716,0.21336,0.1523999999999999,0.1422399999999999,,,,,,
0.0,1.96,-9.99,0.13716,0.21336,0.1523999999999999,0.1422399999999999,,,,,,
0.0,4.2,-5.66,0.13716,0.2158999999999999,0.15748,0.1422399999999999,,,,,,
0.0,2.19,-16.29,0.13716,0.2158999999999999,0.15748,0.1422399999999999,,,,,,
0.0,-3.05,-18.51,0.13716,0.2158999999999999,0.15748,0.1422399999999999,,,,,,
0.0,-3.52,-20.3,0.13716,0.2158999999999999,0.15748,0.1422399999999999,,,,,,
0.0,-1.33,-13.86,0.13716,0.21844,0.15748,0.1422399999999999,,,,,,
2.25,3.29,-4.9,0.13716,0.21844,0.15748,0.1473199999999999,,,,,,
14.66,4.54,-3.73,0.14478,0.22606,0.16002,0.1523999999999999,,,,,,
10.37,3.48,-3.87,0.1803399999999999,0.2667,0.18542,0.1803399999999999,,,,,,
0.0,2.69,-8.84,0.18796,0.2717799999999999,0.19304,0.18796,,,,,,
0.0,3.56,-4.45,0.19304,0.27686,0.19812,0.1905,,,,,,
3.79,1.73,-9.24,0.19304,0.27686,0.19812,0.1905,,,,,,
0.0,-1.66,-16.4,0.2032,0.2971799999999999,0.21082,0.2032,,,,,,
0.0,-0.66,-13.86,0.2032,0.29972,0.21082,0.2032,,,,,,
0.0,3.88,-5.67,0.2057399999999999,0.29972,0.21082,0.2057399999999999,,,,,,
0.0,1.92,-11.04,0.21082,0.29972,0.21082,0.2057399999999999,,,,,,
0.0,2.92,-10.55,0.21082,0.29972,0.21082,0.2057399999999999,,,,,,
0.0,2.97,-8.41,0.21082,0.29972,0.21082,0.2057399999999999,,,,,,
0.0,3.94,-10.17,0.21082,0.29972,0.21082,0.2057399999999999,,,,,,
0.0,0.08,-13.22,0.2082799999999999,0.29972,0.21082,0.2057399999999999,,,,,,
0.0,0.64,-16.1,0.2082799999999999,0.29972,0.21082,0.2057399999999999,,,,,,
0.0,0.55,-13.51,0.2082799999999999,0.29972,0.21082,0.2057399999999999,,,,,,
0.0,3.18,-13.95,0.2082799999999999,0.29972,0.21082,0.2057399999999999,,,,,,
0.0,9.07,-5.82,0.21082,0.29972,0.21082,0.2082799999999999,,,,,,
8.52,7.66,0.64,0.21336,0.30226,0.21844,0.21082,,,,,,
5.81,4.16,0.99,0.2413,0.34036,0.23876,0.2336799999999999,,,,,,
3.83,3.35,-3.59,0.24892,0.3555999999999999,0.2438399999999999,0.23876,,,,,,
7.32,-2.67,-7.35,0.254,0.37084,0.25146,0.24892,,,,,,
1.73,-4.78,-11.34,0.25654,0.38354,0.26924,0.25146,,,,,,
0.0,-6.17,-16.61,0.26416,0.38862,0.26924,0.25146,,,,,,
0.0,-3.81,-17.92,0.26416,0.38862,0.26924,0.254,,,,,,
2.07,2.74,-13.7,0.26416,0.38862,0.26924,0.25654,,,,,,
2.98,0.59,-16.93,0.26416,0.4064,0.28702,0.26924,,,,,,
0.0,-0.23,-18.05,0.26924,0.4064,0.28702,0.26924,,,,,,
5.9,5.12,-5.52,0.2717799999999999,0.4064,0.28956,0.2717799999999999,,,,,,
8.94,7.6,0.08,0.2920999999999999,0.43434,0.2920999999999999,0.2920999999999999,,,,,,
0.0,7.57,-0.66,0.3047999999999999,0.45212,0.30734,0.3047999999999999,,,,,,
5.06,5.65,-8.22,0.31242,0.4699,0.32258,0.32004,,,,,,
0.0,-0.22,-12.09,0.31242,0.4699,0.32258,0.32004,,,,,,
0.01,-1.64,-12.91,0.31242,0.4699,0.32258,0.32004,,,,,,
0.0,-4.15,-14.28,0.31242,0.4699,0.32258,0.32004,,,,,,
0.0,-2.16,-12.76,0.31242,0.47244,0.3302,0.32258,,,,,,
0.0,-3.12,-13.77,0.31242,0.47244,0.3302,0.32258,,,,,,
2.87,-1.71,-14.69,0.3175,0.47244,0.3302,0.32258,,,,,,
0.0,-1.26,-17.19,0.3175,0.4749799999999999,0.3302,0.32512,,,,,,
0.0,5.33,-11.79,0.32004,0.47752,0.33782,0.32512,,,,,,
0.0,8.29,-1.5,0.32004,0.47752,0.33782,0.32766,,,,,,
0.0,10.4,2.56,0.32004,0.47752,0.34036,0.32766,,,,,,
0.55,9.36,-1.61,0.32004,0.47752,0.34036,0.32766,,,,,,
0.0,7.14,-2.8,0.32004,0.47752,0.34036,0.32766,,,,,,
4.05,7.04,-1.7,0.32258,0.48514,0.3479799999999999,0.3352799999999999,,,,,,
5.43,4.61,-2.37,0.32512,0.4952999999999999,0.3555999999999999,0.34036,,,,,,
2.71,3.98,-4.3,0.3352799999999999,0.5003799999999999,0.36322,0.35052,,,,,,
0.0,4.03,-9.14,0.34036,0.5003799999999999,0.37338,0.3555999999999999,,,,,,
0.0,5.54,-5.94,0.34036,0.5003799999999999,0.37338,0.3555999999999999,,,,,,
3.48,7.55,0.03,0.3479799999999999,0.51054,0.381,0.3606799999999999,,,,,,
14.3,7.27,0.8,0.36576,0.5257799999999999,0.38862,0.37084,,,,,,
7.48,7.13,-1.27,0.37846,0.53848,0.39624,0.37846,,,,,,
0.4,3.01,-7.23,0.38862,0.55372,0.40894,0.39624,,,,,,
2.03,2.28,-5.48,0.39116,0.55626,0.40894,0.3987799999999999,,,,,,
0.0,5.58,-8.86,0.39116,0.5613400000000001,0.41402,0.40386,,,,,,
0.0,8.29,-8.49,0.39624,0.5613400000000001,0.41402,0.40386,,,,,,
7.66,7.34,-3.63,0.39624,0.56642,0.4241799999999999,0.4064,,,,,,
0.0,3.23,-6.03,0.40132,0.59182,0.4317999999999999,0.4241799999999999,,,,,,
0.0,4.23,-12.21,0.4064,0.5969,0.43942,0.4241799999999999,,,,,,
0.0,7.67,-10.59,0.4064,0.5969,0.43942,0.4241799999999999,,,,,,
0.0,10.22,-8.61,0.4064,0.5969,0.43942,0.4241799999999999,,,,,,
0.0,11.05,-6.48,0.4064,0.5969,0.43942,0.4241799999999999,,,,,,
0.0,10.17,-7.06,0.4064,0.5969,0.43942,0.4241799999999999,,,,,,
0.0,7.5,-8.33,0.40386,0.5969,0.43942,0.4241799999999999,,,,,,
0.0,7.04,-1.86,0.40132,0.5969,0.43942,0.4241799999999999,,,,,,
0.0,8.17,0.1,0.40132,0.5969,0.43942,0.42672,,,,,,
0.0,9.38,1.14,0.4064,0.59944,0.43942,0.4317999999999999,,,,,,
1.93,9.57,1.55,0.4064,0.60198,0.43942,0.4317999999999999,,,,,,
0.0,12.29,-1.24,0.41402,0.6095999999999999,0.44958,0.4419599999999999,,,,,,
0.0,16.98,-0.93,0.41402,0.6095999999999999,0.4546599999999999,0.4419599999999999,,,,,,
0.0,16.65,-1.51,0.4064,0.6095999999999999,0.4546599999999999,0.43942,,,,,,
0.0,13.62,3.61,0.40132,0.6095999999999999,0.4546599999999999,0.43688,,,,,,
15.55,10.62,0.82,0.40132,0.61468,0.4572,0.43688,,,,,,
0.0,7.02,-2.27,0.4165599999999999,0.635,0.47752,0.45212,,,,,,
0.0,7.85,-6.48,0.4165599999999999,0.635,0.4826,0.44958,,,,,,
0.0,12.4,-4.08,0.4165599999999999,0.635,0.4876799999999999,0.4445,,,,,,
0.0,11.41,2.91,0.42164,0.635,0.4876799999999999,0.4419599999999999,,,,,,
1.32,11.55,2.82,0.4292599999999999,0.64516,0.4876799999999999,0.43942,,,,,,
0.0,15.94,0.59,0.42672,0.6476999999999999,0.4876799999999999,0.43688,,,,,,
0.0,16.08,2.35,0.42672,0.64516,0.4876799999999999,0.42672,,,,,,
0.0,14.12,3.76,0.4114799999999999,0.64008,0.4876799999999999,0.4165599999999999,,,,,,
0.0,14.29,-1.94,0.4064,0.63754,0.4876799999999999,0.4114799999999999,,,,,,
0.0,18.41,-0.56,0.40386,0.63754,0.4876799999999999,0.40386,,,,,,
3.68,16.49,3.41,0.38608,0.63754,0.49022,0.39624,,,,,,
5.5,5.17,0.14,0.38862,0.66294,0.51054,0.40894,,,,,,
0.93,6.95,-0.21,0.40894,0.70358,0.53848,0.44958,,,,,,
5.95,7.66,-1.83,0.41402,0.70866,0.5435599999999999,0.45974,,,,,,
1.49,8.93,-2.05,0.41402,0.71374,0.5461,0.46482,,,,,,
0.0,13.33,-1.45,0.41402,0.71374,0.5461,0.46482,,,,,,
12.34,12.8,5.41,0.4165599999999999,0.71882,0.54102,0.4673599999999999,,,,,,
5.23,9.29,3.86,0.41402,0.7340599999999999,0.52324,0.47244,,,,,,
0.0,12.18,-1.55,0.4114799999999999,0.74422,0.5334,0.4749799999999999,,,,,,
0.0,18.15,-0.52,0.40132,0.74168,0.5334,0.47244,,,,,,
0.0,22.45,-0.62,0.3937,0.73914,0.52832,0.4622799999999999,,,,,,
0.0,22.31,2.97,0.36576,0.72898,0.51308,0.4419599999999999,,,,,,
3.1,19.39,6.34,0.3429,0.71882,0.508,0.42672,,,,,,
0.0,14.79,4.71,0.33274,0.71374,0.5003799999999999,0.4191,,,,,,
0.0,18.93,0.35,0.31496,0.70612,0.4952999999999999,0.40386,,,,,,
0.0,20.41,2.06,0.2946399999999999,0.6908799999999999,0.4876799999999999,0.38354,,,,,,
0.0,20.72,3.98,0.27432,0.67818,0.47752,0.3606799999999999,,,,,,
0.89,20.78,4.54,0.24892,0.66294,0.4699,0.34036,,,,,,
0.0,19.41,1.75,0.2413,0.6527799999999999,0.45974,0.32258,,,,,,
0.0,17.54,4.99,0.2209799999999999,0.6324599999999999,0.44958,0.3047999999999999,,,,,,
0.0,15.48,-1.17,0.21082,0.61468,0.4419599999999999,0.2946399999999999,,,,,,
0.0,13.64,1.35,0.1905,0.61468,0.43434,0.27686,,,,,,
7.17,9.68,-1.21,0.20066,0.6223,0.43688,0.2794,,,,,,
0.0,13.75,-3.31,0.2082799999999999,0.6248400000000001,0.4419599999999999,0.2819399999999999,,,,,,
0.0,16.81,-0.45,0.2082799999999999,0.6248400000000001,0.43434,0.27432,,,,,,
0.0,20.82,-0.72,0.2082799999999999,0.61214,0.42164,0.25146,,,,,,
0.0,21.86,0.55,0.17018,0.59182,0.4114799999999999,0.2286,,,,,,
0.0,22.23,2.11,0.1473199999999999,0.57404,0.39116,0.2057399999999999,,,,,,
3.98,15.44,2.73,0.13208,0.55626,0.381,0.19304,,,,,,
3.42,13.51,4.12,0.13208,0.5613400000000001,0.37592,0.18288,,,,,,
0.0,12.92,2.69,0.127,0.5588,0.37084,0.16256,,,,,,
0.36,17.3,0.35,0.12446,0.5638799999999999,0.37846,0.16002,,,,,,
0.0,20.17,-0.44,0.11176,0.55626,0.37084,0.13716,,,,,,
0.0,22.93,1.54,0.0838199999999999,0.5435599999999999,0.35052,0.1143,,,,,,
0.0,25.27,2.61,0.04826,0.5257799999999999,0.32258,0.0761999999999999,,,,,,
0.0,25.92,4.64,0.01016,0.508,0.29972,0.04572,,,,,,
0.0,24.72,5.2,0.0,0.48514,0.27432,0.02032,,,,,,
0.0,24.02,7.31,0.0,0.4622799999999999,0.2463799999999999,0.0,,,,,,
11.55,16.66,2.98,0.0,0.4419599999999999,0.2209799999999999,0.0,,,,,,
6.4,11.91,2.58,0.0,0.4445,0.21844,0.0,,,,,,
0.0,13.18,3.52,0.0,0.44704,0.2082799999999999,0.0,,,,,,
0.46,13.9,1.63,0.0,0.44958,0.19304,0.0,,,,,,
5.72,12.2,2.04,0.0,0.44958,0.1803399999999999,0.0,,,,,,
